learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.0625,6.570998165342543E-11,10000.0,72.55,42.514254370717694,43.30855018587361,35.86448598130843,10000.0,4064.0
20000.0,0.09375,9.856497248013814E-11,20000.0,72.585,42.33133493125565,43.08107546973944,35.14312751360302,20000.0,4064.0
30000.0,0.125,1.3141996330685085E-10,30000.0,72.90666666666667,42.92255399548862,44.16815496634152,35.57898074027106,30000.0,4064.0
40000.0,0.15625,1.6427495413356356E-10,40000.0,73.155,43.4674243681414,44.73210149776108,36.265432098765444,40000.0,4064.0
50000.0,0.171875,1.8070244954691992E-10,50000.0,73.182,43.5510519150548,44.86204202475432,36.456260070135535,50000.0,4064.0
60000.0,0.203125,2.1355744037363263E-10,60000.0,73.42333333333333,44.0506213342356,45.48748803500615,36.994744952388466,60000.0,4064.0
70000.0,0.21875,2.29984935786989E-10,70000.0,73.49714285714286,44.200298023104274,45.652683384110624,37.15021342909412,70000.0,4064.0
80000.0,0.25,2.628399266137017E-10,80000.0,73.57249999999999,44.36827645250103,45.685292228644826,37.3700269573718,80000.0,4064.0
90000.0,0.28125,2.9569491744041443E-10,90000.0,73.61222222222223,44.418609964462455,45.83048218603166,37.38564159350366,90000.0,4064.0
100000.0,0.3125,3.2854990826712716E-10,100000.0,73.541,44.29462280303564,45.700623871285515,37.329164594140074,100000.0,4064.0
110000.0,0.34375,3.614048990938399E-10,110000.0,73.51727272727273,44.246927162903425,45.58106517718705,37.30549876250943,110000.0,4064.0
120000.0,0.359375,3.7783239450719624E-10,120000.0,73.52666666666666,44.27322912941739,45.65113255320604,37.34740163691943,120000.0,4064.0
130000.0,0.390625,4.1068738533390897E-10,130000.0,73.51461538461538,44.26838427068017,45.61436762545611,37.38565894997182,130000.0,4064.0
140000.0,0.40625,4.271148807472653E-10,140000.0,73.45857142857143,44.16590281401807,45.53928681352504,37.28078318845472,140000.0,4064.0
150000.0,0.4375,4.5996987157397804E-10,150000.0,73.45733333333332,44.183451931978745,45.52519599928852,37.32151571921097,150000.0,4064.0
160000.0,0.453125,4.763973669873344E-10,160000.0,73.485,44.22378228291928,45.529948000256795,37.33530280649926,160000.0,4064.0
170000.0,0.484375,5.092523578140471E-10,170000.0,73.49235294117648,44.268076221643696,45.551098330151525,37.40380608417838,170000.0,4064.0
180000.0,0.5,5.256798532274034E-10,180000.0,73.48611111111111,44.25655927567606,45.500119905445985,37.39095071300195,180000.0,4064.0
190000.0,0.515625,5.421073486407597E-10,190000.0,73.49684210526316,44.28401989115393,45.506882520993855,37.44363143968099,190000.0,4064.0
200000.0,0.5625,5.913898348808289E-10,200000.0,73.49799999999999,44.28501218929231,45.49829309422942,37.43256802219205,200000.0,4064.0
210000.0,0.59375,6.242448257075415E-10,210000.0,73.4904761904762,44.285711597863376,45.501179649335775,37.447329685270304,210000.0,4064.0
220000.0,0.625,6.570998165342542E-10,220000.0,73.48545454545454,44.27302591243856,45.45301527038778,37.4321570309986,220000.0,4064.0
230000.0,0.640625,6.735273119476106E-10,230000.0,73.49869565217392,44.29248301520934,45.47885900337219,37.43918710869344,230000.0,4064.0
240000.0,0.671875,7.063823027743232E-10,240000.0,73.54291666666667,44.38612344387708,45.55548886621452,37.52201592033927,240000.0,4064.0
250000.0,0.703125,7.392372936010359E-10,250000.0,73.5608,44.40702239587459,45.596115066463646,37.501891074130114,250000.0,4064.0
260000.0,0.734375,7.720922844277486E-10,260000.0,73.53769230769231,44.34509342347335,45.52494061757719,37.40207986461773,260000.0,4064.0
270000.0,0.765625,8.049472752544613E-10,270000.0,73.50814814814814,44.277085291643864,45.48378491673334,37.321018594787844,270000.0,4064.0
280000.0,0.796875,8.37802266081174E-10,280000.0,73.52464285714285,44.29857126551801,45.51995296538546,37.32424731773717,280000.0,4064.0
290000.0,0.828125,8.706572569078866E-10,290000.0,73.55689655172414,44.35783038182895,45.61694643604309,37.379041148466015,290000.0,4064.0
