learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.046875,4.928248624006907E-11,10000.0,72.85000000000001,43.38546652585949,44.3419434194342,36.37215842512304,10000.0,4064.0
20000.0,0.078125,8.213747706678178E-11,20000.0,73.535,44.64342227269236,45.989795918367335,37.7660199882422,20000.0,4064.0
30000.0,0.109375,1.1499246789349448E-10,30000.0,73.61,44.66953354164047,45.870367838096534,37.690854714308195,30000.0,4064.0
40000.0,0.140625,1.478474587202072E-10,40000.0,73.86,45.20638912787439,46.511152036013925,38.36359349210093,40000.0,4064.0
50000.0,0.15625,1.6427495413356356E-10,50000.0,73.72800000000001,44.95452727692246,46.40117512648933,38.17771084337351,50000.0,4064.0
60000.0,0.171875,1.8070244954691992E-10,60000.0,73.76833333333333,44.95336477323123,46.46780721744159,38.086621297352586,60000.0,4064.0
70000.0,0.203125,2.1355744037363263E-10,70000.0,73.77857142857142,44.99092053276336,46.46659083617698,38.15075647808065,70000.0,4064.0
80000.0,0.21875,2.29984935786989E-10,80000.0,73.72125,44.88580441179241,46.22723552281565,38.147635999882326,80000.0,4064.0
90000.0,0.25,2.628399266137017E-10,90000.0,73.70666666666666,44.86426571979337,46.09567198177676,38.13333333333333,90000.0,4064.0
100000.0,0.28125,2.9569491744041443E-10,100000.0,73.744,44.91282218076151,46.16914402870323,38.1352937018449,100000.0,4064.0
110000.0,0.296875,3.1212241285377077E-10,110000.0,73.7009090909091,44.79201634044867,45.98364328926731,37.93258812675664,110000.0,4064.0
120000.0,0.328125,3.449774036804835E-10,120000.0,73.72999999999999,44.82029379434271,46.135839384878246,37.926553116077564,120000.0,4064.0
130000.0,0.359375,3.7783239450719624E-10,130000.0,73.74230769230769,44.82224289491023,46.143165933008326,37.89797329258087,130000.0,4064.0
140000.0,0.375,3.942598899205526E-10,140000.0,73.73214285714286,44.81012655600867,46.12747755006373,37.90628957365978,140000.0,4064.0
150000.0,0.40625,4.271148807472653E-10,150000.0,73.678,44.695126399265504,46.048208575879315,37.80833569605896,150000.0,4064.0
