learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.046875,4.928248624006907E-11,10000.0,73.54,43.992226476639885,46.06604158173667,36.72883787661407,10000.0,4064.0
20000.0,0.078125,8.213747706678178E-11,20000.0,74.015,44.74165431514516,46.77931387608806,37.082324455205814,20000.0,4064.0
30000.0,0.09375,9.856497248013813E-11,30000.0,73.72666666666666,44.430825931219,46.16120218579234,37.335029416441394,30000.0,4064.0
40000.0,0.125,1.3141996330685085E-10,40000.0,73.8075,44.7191940308591,46.48038414384961,37.74806892453951,40000.0,4064.0
50000.0,0.140625,1.4784745872020722E-10,50000.0,73.70400000000001,44.570796814862945,46.18533071381795,37.68720379146921,50000.0,4064.0
60000.0,0.171875,1.8070244954691992E-10,60000.0,73.80833333333334,44.773437552164765,46.35786455488803,37.84361033105248,60000.0,4064.0
70000.0,0.203125,2.1355744037363263E-10,70000.0,73.73571428571428,44.63813466417403,46.20651315211983,37.73495444847088,70000.0,4064.0
80000.0,0.21875,2.29984935786989E-10,80000.0,73.79875,44.74826907036781,46.32816100783531,37.80672343708276,80000.0,4064.0
90000.0,0.25,2.628399266137017E-10,90000.0,73.82777777777778,44.78110560325537,46.387927895120185,37.79051341643779,90000.0,4064.0
100000.0,0.28125,2.9569491744041443E-10,100000.0,73.83800000000001,44.796249824281496,46.38055418921135,37.853053661781125,100000.0,4064.0
110000.0,0.3125,3.2854990826712716E-10,110000.0,73.84454545454545,44.82593907949371,46.440671655683374,37.917269058973304,110000.0,4064.0
120000.0,0.328125,3.449774036804835E-10,120000.0,73.8275,44.76691704943236,46.275167211207865,37.77958278027617,120000.0,4064.0
130000.0,0.359375,3.7783239450719624E-10,130000.0,73.7976923076923,44.73523700248664,46.26863317296316,37.80265127999124,130000.0,4064.0
140000.0,0.390625,4.1068738533390897E-10,140000.0,73.79857142857142,44.74477817274913,46.30776211595602,37.825011017322616,140000.0,4064.0
150000.0,0.40625,4.271148807472653E-10,150000.0,73.804,44.768382401960075,46.35558164616583,37.857413967611336,150000.0,4064.0
160000.0,0.4375,4.5996987157397804E-10,160000.0,73.7825,44.74644161005951,46.326483609284224,37.86586088399099,160000.0,4064.0
170000.0,0.46875,4.928248624006907E-10,170000.0,73.77470588235295,44.75075712269659,46.35857206453864,37.914467545850805,170000.0,4064.0
180000.0,0.5,5.256798532274034E-10,180000.0,73.76333333333334,44.732131360023786,46.332261327090706,37.88913000591833,180000.0,4064.0
190000.0,0.53125,5.585348440541161E-10,190000.0,73.75105263157894,44.688605302862975,46.302098474326264,37.811112773704444,190000.0,4064.0
200000.0,0.546875,5.749623394674724E-10,200000.0,73.7435,44.672146265880244,46.29309551325976,37.797756535541254,200000.0,4064.0
210000.0,0.578125,6.078173302941851E-10,210000.0,73.76380952380953,44.72338324412387,46.33314826178857,37.86048609936277,210000.0,4064.0
220000.0,0.59375,6.242448257075414E-10,220000.0,73.735,44.66262842580746,46.22986516289327,37.78612803893278,220000.0,4064.0
230000.0,0.609375,6.406723211208978E-10,230000.0,73.73260869565217,44.65005476567268,46.26099641532426,37.77615276075515,230000.0,4064.0
240000.0,0.640625,6.735273119476105E-10,240000.0,73.74625,44.679689848839644,46.29762209153669,37.80513083733922,240000.0,4064.0
250000.0,0.65625,6.899548073609668E-10,250000.0,73.7676,44.73114446558211,46.35106060977904,37.85794151647809,250000.0,4064.0
260000.0,0.671875,7.063823027743231E-10,260000.0,73.75500000000001,44.691254451824335,46.334308544104694,37.78310660490901,260000.0,4064.0
270000.0,0.703125,7.392372936010358E-10,270000.0,73.71851851851852,44.61263904950828,46.25952348495175,37.69043667623789,270000.0,4064.0
280000.0,0.734375,7.720922844277485E-10,280000.0,73.71035714285713,44.60158862169696,46.260321075801045,37.68433706381321,280000.0,4064.0
290000.0,0.765625,8.049472752544612E-10,290000.0,73.72758620689656,44.6383627024203,46.27886479816677,37.71612154307717,290000.0,4064.0
300000.0,0.796875,8.378022660811739E-10,300000.0,73.695,44.571456155943615,46.187469314276356,37.64666840495887,300000.0,4064.0
310000.0,0.8125,8.542297614945302E-10,310000.0,73.68483870967742,44.55118921010807,46.16836367715669,37.615092839007694,310000.0,4064.0
320000.0,0.84375,8.870847523212429E-10,320000.0,73.69687499999999,44.56697263401509,46.17426059152677,37.60332110159752,320000.0,4064.0
330000.0,0.875,9.199397431479556E-10,330000.0,73.70181818181818,44.58999393981267,46.21448757994943,37.65338084427714,330000.0,4064.0
340000.0,0.921875,9.692222293880246E-10,340000.0,73.69411764705882,44.58327784900225,46.20959254247481,37.662482488482475,340000.0,4064.0
350000.0,0.953125,1.0020772202147373E-9,350000.0,73.70114285714286,44.58662602411718,46.20621942738254,37.646237950399325,350000.0,4064.0
360000.0,0.984375,1.03493221104145E-9,360000.0,73.70138888888889,44.601351433164965,46.23365855320695,37.69455028857606,360000.0,4064.0
370000.0,1.015625,1.0677872018681626E-9,370000.0,73.7072972972973,44.615974053549465,46.22812544909849,37.70578931528429,370000.0,4064.0
380000.0,1.03125,1.084214697281519E-9,380000.0,73.70947368421052,44.62142971803795,46.254942572020326,37.71842874687513,380000.0,4064.0
390000.0,1.0625,1.1170696881082318E-9,390000.0,73.70820512820512,44.61595933716111,46.24059559074109,37.7096584109396,390000.0,4064.0
400000.0,1.09375,1.1499246789349444E-9,400000.0,73.70075,44.60538983907718,46.21967741110913,37.71529393654121,400000.0,4064.0
410000.0,1.125,1.1827796697616571E-9,410000.0,73.71341463414635,44.62628122176095,46.224085023576094,37.7257099933551,410000.0,4064.0
420000.0,1.140625,1.1992071651750136E-9,420000.0,73.71833333333333,44.63905050190128,46.20423122097188,37.73978668080522,420000.0,4064.0
430000.0,1.171875,1.2320621560017262E-9,430000.0,73.72046511627907,44.63575083077377,46.20847891695307,37.7238182890335,430000.0,4064.0
440000.0,1.203125,1.264917146828439E-9,440000.0,73.70840909090909,44.618247620088724,46.188196876875196,37.723812702548464,440000.0,4064.0
450000.0,1.21875,1.2813446422417954E-9,450000.0,73.70311111111111,44.60291677433913,46.18865076008712,37.69559631868246,450000.0,4064.0
460000.0,1.25,1.314199633068508E-9,460000.0,73.71130434782609,44.616907229519384,46.17671669426197,37.69263665545154,460000.0,4064.0
470000.0,1.28125,1.3470546238952207E-9,470000.0,73.71765957446809,44.62456026754966,46.18357193269843,37.68909873236382,470000.0,4064.0
480000.0,1.296875,1.3634821193085772E-9,480000.0,73.69916666666667,44.58735145388774,46.14485482948972,37.65112603713948,480000.0,4064.0
490000.0,1.328125,1.3963371101352898E-9,490000.0,73.69816326530612,44.58277990645565,46.139733538389535,37.637785369347064,490000.0,4064.0
500000.0,1.359375,1.4291921009620025E-9,500000.0,73.69839999999999,44.59284807503322,46.16351377352388,37.67038883727984,500000.0,4064.0
510000.0,1.390625,1.4620470917887152E-9,510000.0,73.69960784313726,44.598617250697856,46.15983623008069,37.67824369845512,510000.0,4064.0
520000.0,1.40625,1.4784745872020716E-9,520000.0,73.70692307692308,44.62046032676851,46.18034096858382,37.70917523565673,520000.0,4064.0
530000.0,1.453125,1.5277570734421408E-9,530000.0,73.70603773584907,44.618191550060764,46.183640920483036,37.70150294598873,530000.0,4064.0
540000.0,1.46875,1.5441845688554972E-9,540000.0,73.70592592592592,44.61551040821119,46.18180715539232,37.69559532063153,540000.0,4064.0
550000.0,1.5,1.5770395596822099E-9,550000.0,73.71254545454545,44.62936930720478,46.18099112949155,37.70476970140894,550000.0,4064.0
560000.0,1.5,1.5770395596822099E-9,560000.0,73.72571428571429,44.65040750523025,46.18996767067979,37.71652076736821,560000.0,4064.0
570000.0,1.53125,1.6098945505089226E-9,570000.0,73.73263157894738,44.66809475965501,46.18774125376483,37.735119332288136,570000.0,4064.0
