learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.1875,8.00006091594696E-9,10000.0,81.93,62.84946380694847,63.00163800163801,57.631887456037525,10000.0,164928.0,55.0,43.0,43.0,3.0,0.0,0.0,1.0
20000.0,0.25,1.0982233410080275E-8,20000.0,85.19,69.49658919449112,69.80324192068508,65.18570756934649,20000.0,184440.0,61.0,46.0,46.0,3.0,0.0,0.0,1.0
30000.0,0.328125,1.5149416867643594E-8,30000.0,86.32,71.82291680898817,72.13660126281485,67.75106082036774,30000.0,206184.0,73.0,52.0,52.0,4.0,0.0,0.0,1.0
40000.0,0.390625,1.91429798077378E-8,40000.0,87.1175,73.45779213086429,73.63385182153091,69.52510497368266,40000.0,246992.0,89.0,63.0,63.0,4.0,0.0,0.0,1.0
50000.0,0.4375,2.253745656667484E-8,50000.0,87.652,74.56945049952024,74.65309138681336,70.75735328944252,50000.0,279920.0,102.0,71.0,71.0,5.0,0.0,0.0,1.0
60000.0,0.515625,2.8744656851308214E-8,60000.0,88.035,75.34797054402405,75.39247274970865,71.57507127019322,60000.0,307120.0,121.0,82.0,82.0,5.0,0.0,0.0,1.0
70000.0,0.59375,3.58151090848777E-8,70000.0,88.36571428571428,76.05269018436097,76.07450277622726,72.43340215956403,70000.0,349832.0,134.0,90.0,90.0,5.0,0.0,0.0,1.0
80000.0,0.640625,4.0215996301008596E-8,80000.0,88.69624999999999,76.73509018228215,76.74544192146475,73.19877893364156,80000.0,362912.0,140.0,93.0,93.0,5.0,0.0,0.0,1.0
90000.0,0.734375,5.041960523360305E-8,90000.0,88.95222222222222,77.27203168893669,77.28145135493305,73.84797475013151,90000.0,420712.0,168.0,107.0,107.0,6.0,0.0,0.0,1.0
100000.0,0.8125,5.960639100521803E-8,100000.0,89.23,77.84500535249859,77.86410161548896,74.51309842156329,100000.0,454544.0,181.0,115.0,115.0,6.0,0.0,0.0,1.0
