learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.15625,4.8781253604425325E-9,10000.0,81.10000000000001,61.05003500138655,61.02289131779749,55.861746847267646,10000.0,120680.0,38.0,30.0,30.0,3.0,0.0,0.0,1.0
20000.0,0.234375,8.82880865699715E-9,20000.0,83.825,66.71923826786794,66.78985730417823,62.24323062558358,20000.0,195472.0,67.0,49.0,49.0,3.0,0.0,0.0,1.0
30000.0,0.3125,1.3357041300170952E-8,30000.0,85.47333333333333,70.15021592188579,70.20170940170941,66.08296365475913,30000.0,224048.0,85.0,61.0,61.0,4.0,0.0,0.0,1.0
40000.0,0.375,1.7671134426361984E-8,40000.0,86.4,72.05991779390945,72.21228993206313,68.17596817596817,40000.0,266816.0,99.0,68.0,68.0,4.0,0.0,0.0,1.0
50000.0,0.453125,2.3331506074302727E-8,50000.0,87.054,73.40563988571135,73.57743489264429,69.68575844143679,50000.0,280064.0,105.0,71.0,71.0,5.0,0.0,0.0,1.0
60000.0,0.515625,2.8131956545015177E-8,60000.0,87.53166666666667,74.37669919344316,74.54229905397128,70.73733620183845,60000.0,296896.0,113.0,75.0,75.0,5.0,0.0,0.0,1.0
70000.0,0.5625,3.1847836604962745E-8,70000.0,87.95714285714286,75.23230976980139,75.39978989144392,71.64289558665232,70000.0,306424.0,117.0,77.0,77.0,5.0,0.0,0.0,1.0
80000.0,0.640625,3.8585696731590563E-8,80000.0,88.2525,75.82948422273923,76.04933866816178,72.27483258105437,80000.0,333376.0,131.0,87.0,87.0,5.0,0.0,0.0,1.0
90000.0,0.71875,4.6510993140853115E-8,90000.0,88.53666666666666,76.41433506299617,76.57941930943679,72.9539139097153,90000.0,392128.0,155.0,99.0,99.0,5.0,0.0,0.0,1.0
100000.0,0.796875,5.4870583375708926E-8,100000.0,88.761,76.86756130576438,77.07589695473924,73.47227795217977,100000.0,413616.0,171.0,107.0,107.0,5.0,0.0,0.0,1.0
