learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.140625,4.381581675261259E-9,10000.0,80.07,58.58479270161392,59.276665304454426,52.38891543239368,10000.0,120440.0,38.0,30.0,30.0,3.0,0.0,0.0,1.0
20000.0,0.203125,7.294939779159096E-9,20000.0,83.465,65.67936925758613,65.75541058299679,60.437851417633695,20000.0,180184.0,59.0,45.0,45.0,3.0,0.0,0.0,1.0
30000.0,0.265625,1.0691292118281127E-8,30000.0,84.89666666666666,68.77462934706296,68.72152423029131,64.1478081974996,30000.0,210056.0,72.0,53.0,53.0,4.0,0.0,0.0,1.0
40000.0,0.34375,1.582763313005368E-8,40000.0,85.97,70.99573189946128,71.1435623200329,66.60517703064565,40000.0,254136.0,91.0,64.0,64.0,4.0,0.0,0.0,1.0
50000.0,0.40625,2.0147676372693645E-8,50000.0,86.666,72.45114779848547,72.60549780170112,68.26447067783701,50000.0,267184.0,97.0,67.0,67.0,4.0,0.0,0.0,1.0
60000.0,0.484375,2.6262229463706414E-8,60000.0,87.19,73.56528644593355,73.68979563892788,69.57846823669108,60000.0,302536.0,115.0,76.0,76.0,4.0,0.0,0.0,1.0
70000.0,0.546875,3.1304306402388546E-8,70000.0,87.59285714285714,74.41908780066878,74.57701539722498,70.58325430158514,70000.0,311840.0,119.0,78.0,78.0,5.0,0.0,0.0,1.0
80000.0,0.609375,3.6472499939716524E-8,80000.0,87.94875,75.17445417808463,75.35216668797136,71.47633136094674,80000.0,319640.0,126.0,83.0,83.0,5.0,0.0,0.0,1.0
90000.0,0.671875,4.2426367549018725E-8,90000.0,88.22222222222223,75.72995048665673,75.90306667575986,72.05820328975116,90000.0,368232.0,144.0,92.0,92.0,5.0,0.0,0.0,1.0
100000.0,0.75,5.0912236070467366E-8,100000.0,88.527,76.35112372657882,76.469985028405,72.73008176459402,100000.0,419864.0,169.0,106.0,106.0,5.0,0.0,0.0,1.0
110000.0,0.828125,5.981703806254599E-8,110000.0,88.81727272727272,76.9636560055663,77.08201363788798,73.47207246064265,110000.0,440592.0,179.0,111.0,111.0,5.0,0.0,0.0,1.0
120000.0,0.921875,7.102589329911603E-8,120000.0,89.08416666666666,77.51518055744295,77.61390436476741,74.11060162858723,120000.0,462160.0,191.0,117.0,117.0,5.0,0.0,0.0,1.0
130000.0,1.0,8.064907483963503E-8,130000.0,89.28307692307692,77.91994950375984,78.04843461956607,74.56828885400313,130000.0,476136.0,197.0,120.0,120.0,5.0,0.0,0.0,1.0
140000.0,1.0625,8.862339503442248E-8,140000.0,89.48714285714286,78.33842011150392,78.47018036599816,75.03858351847768,140000.0,493192.0,205.0,124.0,124.0,6.0,0.0,0.0,1.0
150000.0,1.140625,9.885711026274496E-8,150000.0,89.68733333333333,78.75729551657403,78.88796386019024,75.53728156875147,150000.0,506344.0,211.0,127.0,127.0,6.0,0.0,0.0,1.0
160000.0,1.234375,1.1239601816568111E-7,160000.0,89.81875000000001,79.02434461025535,79.14105716041794,75.82153352925461,160000.0,558232.0,231.0,140.0,140.0,6.0,0.0,0.0,1.0
