learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.203125,7.799470848921272E-9,10000.0,80.54,59.47483889374223,59.90935311083643,53.456110978234875,10000.0,148424.0,48.0,38.0,38.0,3.0,0.0,0.0,1.0
20000.0,0.28125,1.1509239104472929E-8,20000.0,83.975,66.7759236013348,67.15178845956748,61.67643190242737,20000.0,183552.0,61.0,46.0,46.0,3.0,0.0,0.0,1.0
30000.0,0.34375,1.4697208017524745E-8,30000.0,85.60333333333332,70.23131214733397,70.53084061135371,65.64314692546337,30000.0,197168.0,67.0,49.0,49.0,4.0,0.0,0.0,1.0
40000.0,0.421875,1.9991679841445552E-8,40000.0,86.6525,72.44162561807488,72.56000411163078,68.12917860553964,40000.0,261960.0,97.0,67.0,67.0,4.0,0.0,0.0,1.0
50000.0,0.5,2.5487938223199713E-8,50000.0,87.35000000000001,73.93229748562013,74.02464065708419,69.8493660024788,50000.0,271944.0,101.0,69.0,69.0,4.0,0.0,0.0,1.0
60000.0,0.578125,3.171227743021316E-8,60000.0,87.74833333333333,74.77609192139747,74.85031988778267,70.88482256020278,60000.0,307968.0,118.0,79.0,79.0,5.0,0.0,0.0,1.0
70000.0,0.65625,3.852063350172507E-8,70000.0,88.13142857142857,75.58698009604674,75.61061531235322,71.81531363435899,70000.0,336864.0,127.0,85.0,85.0,5.0,0.0,0.0,1.0
80000.0,0.78125,5.0257367547601466E-8,80000.0,88.53875,76.43919257855586,76.46198079786414,72.81003499199336,80000.0,362944.0,138.0,92.0,92.0,6.0,0.0,0.0,1.0
90000.0,0.890625,6.175072889568078E-8,90000.0,88.82111111111111,77.01314760527276,77.00763288998583,73.434199408534,90000.0,406192.0,160.0,103.0,103.0,6.0,0.0,0.0,1.0
100000.0,1.0,7.42437098071807E-8,100000.0,89.10900000000001,77.60256107686996,77.59330123853023,74.12449512948446,100000.0,441520.0,178.0,112.0,112.0,6.0,0.0,0.0,1.0
110000.0,1.09375,8.557809956578745E-8,110000.0,89.36,78.12297111581266,78.13031373208513,74.74810675526979,110000.0,467336.0,190.0,118.0,118.0,6.0,0.0,0.0,1.0
120000.0,1.15625,9.341349747652809E-8,120000.0,89.61666666666666,78.64977465166994,78.65085756386752,75.35650006922332,120000.0,484600.0,198.0,122.0,122.0,6.0,0.0,0.0,1.0
130000.0,1.21875,1.0226507179646029E-7,130000.0,89.83923076923077,79.11367529728959,79.12610619469027,75.9039001787734,130000.0,547448.0,230.0,144.0,144.0,6.0,0.0,0.0,1.0
140000.0,1.328125,1.1871872831963831E-7,140000.0,90.01357142857142,79.47500003412199,79.49969940908225,76.31824110303707,140000.0,581496.0,238.0,148.0,148.0,6.0,0.0,0.0,1.0
150000.0,1.4375,1.359533376267387E-7,150000.0,90.20666666666666,79.87973260691132,79.89571500910098,76.79048235981863,150000.0,609096.0,257.0,159.0,159.0,6.0,0.0,0.0,1.0
160000.0,1.546875,1.5394196250579425E-7,160000.0,90.37125,80.21759792230283,80.23680935948585,77.17764873192701,160000.0,635744.0,261.0,161.0,161.0,6.0,0.0,0.0,1.0
170000.0,1.625,1.6751307864776918E-7,170000.0,90.53764705882354,80.5673703510832,80.57551350633356,77.59329163822764,170000.0,671472.0,285.0,179.0,179.0,6.0,0.0,0.0,1.0
