learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.1875,5.9542556603749595E-9,10000.0,80.35,58.95910087472881,59.94700366897676,53.012912482066,10000.0,122752.0,40.0,31.0,31.0,3.0,0.0,0.0,1.0
20000.0,0.265625,9.583826694223617E-9,20000.0,83.62,65.81503993614135,66.45161290322581,60.338983050847474,20000.0,179584.0,59.0,45.0,45.0,3.0,0.0,0.0,1.0
30000.0,0.328125,1.2698712655239635E-8,30000.0,85.26666666666667,69.4754134330805,69.80874316939891,64.85927810462712,30000.0,192648.0,65.0,48.0,48.0,3.0,0.0,0.0,1.0
40000.0,0.421875,1.910485378983948E-8,40000.0,86.03,71.10328383694215,71.45484266448712,66.79738562091502,40000.0,264136.0,99.0,68.0,68.0,4.0,0.0,0.0,1.0
50000.0,0.484375,2.35464863686098E-8,50000.0,86.694,72.51880588548457,72.76931892599869,68.46919431279622,50000.0,274704.0,103.0,70.0,70.0,4.0,0.0,0.0,1.0
60000.0,0.578125,3.079547443323665E-8,60000.0,87.15166666666667,73.46331894025612,73.68582741671219,69.5091563501167,60000.0,298888.0,119.0,78.0,78.0,5.0,0.0,0.0,1.0
70000.0,0.640625,3.614204211367501E-8,70000.0,87.53285714285714,74.26717788729198,74.4652836703046,70.4440004064077,70000.0,330672.0,128.0,84.0,84.0,5.0,0.0,0.0,1.0
80000.0,0.71875,4.2997449377758634E-8,80000.0,87.85125000000001,74.92691333255799,75.11394479438727,71.1628044981159,80000.0,339192.0,134.0,87.0,87.0,5.0,0.0,0.0,1.0
90000.0,0.78125,4.9182078024993337E-8,90000.0,88.19222222222223,75.62895740866827,75.81254552075748,71.93376294105221,90000.0,382504.0,154.0,97.0,97.0,5.0,0.0,0.0,1.0
100000.0,0.890625,6.11526128422055E-8,100000.0,88.468,76.20339309074309,76.36497786522382,72.60612395182555,100000.0,423056.0,171.0,107.0,107.0,5.0,0.0,0.0,1.0
110000.0,0.953125,6.837320850334233E-8,110000.0,88.75818181818181,76.81278912198121,76.97978331285601,73.31635845758797,110000.0,446576.0,183.0,113.0,113.0,5.0,0.0,0.0,1.0
120000.0,1.046875,8.018664731126692E-8,120000.0,89.02250000000001,77.35493594399342,77.46625840332541,73.90296570715377,120000.0,487088.0,200.0,123.0,123.0,5.0,0.0,0.0,1.0
130000.0,1.140625,9.242810645244187E-8,130000.0,89.28,77.90349472752526,78.01719378499882,74.5535551254428,130000.0,504736.0,209.0,129.0,129.0,5.0,0.0,0.0,1.0
140000.0,1.21875,1.0303144032756487E-7,140000.0,89.51785714285714,78.39965411993283,78.51988465873329,75.12627546696497,140000.0,524632.0,215.0,132.0,132.0,5.0,0.0,0.0,1.0
150000.0,1.328125,1.1883090741725431E-7,150000.0,89.73266666666667,78.85017083865485,78.97445698917393,75.64366143724698,150000.0,558376.0,234.0,143.0,143.0,5.0,0.0,0.0,1.0
160000.0,1.40625,1.3069928778956333E-7,160000.0,89.900625,79.20532311607731,79.32415487371088,76.06499585258918,160000.0,587224.0,244.0,148.0,148.0,5.0,0.0,0.0,1.0
170000.0,1.515625,1.484570222803288E-7,170000.0,90.06294117647059,79.54839780742212,79.67465980051256,76.47509365121364,170000.0,627584.0,266.0,162.0,162.0,6.0,0.0,0.0,1.0
180000.0,1.59375,1.6209184347341458E-7,180000.0,90.20055555555555,79.8359891971536,79.95499846585679,76.80147300585256,180000.0,674624.0,284.0,174.0,174.0,6.0,0.0,0.0,1.0
