learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.21875,1.972528277999825E-9,10000.0,80.13,70.2168965376655,70.2856288320622,69.80702020969458,10000.0,34856.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.359375,3.663169789231486E-9,20000.0,79.69000000000001,69.56353753157502,69.6843047988656,69.06792567773378,20000.0,46472.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.5,5.353811300463147E-9,30000.0,79.93333333333334,69.92213044421285,69.87288559703734,69.5513631075818,30000.0,46472.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,0.609375,7.307098712772132E-9,40000.0,80.435,70.671149968273,70.62091748629776,70.35606060606061,40000.0,69032.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
50000.0,0.734375,9.90419519237346E-9,50000.0,80.44200000000001,70.67389768519415,70.62481225593272,70.4293921983671,50000.0,80312.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
60000.0,0.875,1.3707774794763988E-8,60000.0,80.62833333333333,70.95389467819486,70.79721615034799,70.7295575310383,60000.0,104552.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
70000.0,1.03125,1.840351615101099E-8,70000.0,80.72714285714285,71.09984132739656,70.9220622467454,70.91328532620412,70000.0,116168.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
80000.0,1.171875,2.347485860809684E-8,80000.0,80.94125,71.41897599560595,71.25593846617903,71.25973120205086,80000.0,139400.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,1.296875,2.8336621148304808E-8,90000.0,81.19444444444444,71.79944484978635,71.61473182839701,71.61901567871217,90000.0,150344.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
100000.0,1.421875,3.384099626499746E-8,100000.0,81.378,72.0716202784353,71.90065185900531,71.94679200373601,100000.0,170216.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0
110000.0,1.5625,4.079914005059335E-8,110000.0,81.53727272727272,72.3096371199828,72.18250054788517,72.20153850365463,110000.0,191264.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
120000.0,1.703125,4.840600821706984E-8,120000.0,81.65333333333334,72.48258952591267,72.36080597577052,72.40203575099657,120000.0,209096.0,35.0,18.0,18.0,5.0,0.0,0.0,1.0
130000.0,1.828125,5.516766880949339E-8,130000.0,81.82923076923076,72.74577849911535,72.63533473118403,72.67869535045106,130000.0,209096.0,35.0,18.0,18.0,5.0,0.0,0.0,1.0
140000.0,1.953125,6.265886541869906E-8,140000.0,81.85142857142857,72.77959838943461,72.67192978682213,72.70363765282225,140000.0,231656.0,39.0,20.0,20.0,5.0,0.0,0.0,1.0
150000.0,2.09375,7.108646160405544E-8,150000.0,81.972,72.96079395755515,72.88288559309287,72.8796221078918,150000.0,231656.0,39.0,20.0,20.0,5.0,0.0,0.0,1.0
160000.0,2.21875,7.8931560791615E-8,160000.0,82.023125,73.03762001955002,72.96151459888323,72.9538872381239,160000.0,242600.0,41.0,21.0,21.0,5.0,0.0,0.0,1.0
170000.0,2.34375,8.677665997917455E-8,170000.0,82.09058823529412,73.13871756920211,73.07998373092363,73.06259677062596,170000.0,242600.0,41.0,21.0,21.0,5.0,0.0,0.0,1.0
180000.0,2.484375,9.714577269429964E-8,180000.0,82.15444444444444,73.23358591025666,73.17107801785698,73.17376671315589,180000.0,285024.0,49.0,25.0,25.0,6.0,0.0,0.0,1.0
190000.0,2.640625,1.0961935105216174E-7,190000.0,82.27,73.40700480097253,73.35521632523927,73.34720551933667,190000.0,308584.0,53.0,27.0,27.0,6.0,0.0,0.0,1.0
200000.0,2.78125,1.216290466901329E-7,200000.0,82.352,73.52963602665398,73.48238971030172,73.47800604138801,200000.0,330120.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
210000.0,2.921875,1.336631895456877E-7,210000.0,82.41761904761906,73.62842700743597,73.57262999677916,73.56733267949058,210000.0,330792.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
220000.0,3.0625,1.4649361320253877E-7,220000.0,82.4909090909091,73.73805128561865,73.67629773392014,73.68367116886311,220000.0,352680.0,61.0,31.0,31.0,7.0,0.0,0.0,1.0
