learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.265625,2.3952129089997877E-9,10000.0,79.96,69.93656389957088,69.44190301921319,69.63176238824065,10000.0,34856.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.421875,4.2465399019420154E-9,20000.0,78.94,68.42914760358772,68.01093643198907,68.17769718948324,20000.0,45800.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.5625,5.937181413173676E-9,30000.0,78.45333333333333,67.67986425542986,67.48981542020822,67.5012569130216,30000.0,46472.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,0.6875,8.191240744458305E-9,40000.0,78.58000000000001,67.86697274750256,67.63861610515185,67.70205066344995,40000.0,69704.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
50000.0,0.8125,1.119656695259942E-8,50000.0,79.448,69.17520293068395,69.01833092137,69.02019897497739,50000.0,92936.0,15.0,8.0,8.0,4.0,0.0,0.0,1.0
60000.0,0.953125,1.5324945302887096E-8,60000.0,79.99166666666667,69.98744496447722,69.8820873055695,69.88057604495962,60000.0,113480.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
70000.0,1.078125,1.94245755362014E-8,70000.0,80.36714285714285,70.549779511675,70.47436944098312,70.4063394991279,70000.0,126776.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
80000.0,1.21875,2.4459247166911763E-8,80000.0,80.72875,71.09047270671127,70.98304191526604,70.96500809823347,80000.0,138392.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,1.34375,2.9718374005622335E-8,90000.0,80.93444444444444,71.398401916067,71.27191146679166,71.27287338233077,90000.0,162632.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
100000.0,1.46875,3.52876830018229E-8,100000.0,81.181,71.76744278390015,71.67306389704223,71.61624083738049,100000.0,172224.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0
110000.0,1.609375,4.234885434723563E-8,110000.0,81.32727272727273,71.98887683183644,71.9041952207039,71.83832401009104,110000.0,194096.0,33.0,17.0,17.0,6.0,0.0,0.0,1.0
120000.0,1.75,4.945892012781567E-8,120000.0,81.455,72.18119142642703,72.10788860201038,72.04060607583486,120000.0,195440.0,33.0,17.0,17.0,6.0,0.0,0.0,1.0
130000.0,1.890625,5.6991573526627486E-8,130000.0,81.53923076923077,72.30807010389655,72.23334220360749,72.18442494697433,130000.0,207056.0,35.0,18.0,18.0,6.0,0.0,0.0,1.0
140000.0,2.015625,6.437333973331584E-8,140000.0,81.63285714285713,72.44860276997002,72.36925523570055,72.33328312280777,140000.0,228272.0,39.0,20.0,20.0,6.0,0.0,0.0,1.0
150000.0,2.171875,7.4110834652351E-8,150000.0,81.704,72.55521685396467,72.48197651683027,72.43388209769277,150000.0,240896.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
160000.0,2.296875,8.292994203252925E-8,160000.0,81.804375,72.70607144650864,72.62503643663786,72.57629992464204,160000.0,272720.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
170000.0,2.453125,9.530715437399016E-8,170000.0,81.90941176470588,72.86359283270012,72.79586727879061,72.74982721650215,170000.0,306200.0,53.0,27.0,27.0,7.0,0.0,0.0,1.0
180000.0,2.59375,1.0689368031712042E-7,180000.0,81.95166666666667,72.92689077357241,72.85692801283336,72.81718306795077,180000.0,318488.0,55.0,28.0,28.0,7.0,0.0,0.0,1.0
190000.0,2.734375,1.189522703902589E-7,190000.0,82.06315789473683,73.09436818091449,73.02709162715969,72.98347140195806,190000.0,331464.0,57.0,29.0,29.0,7.0,0.0,0.0,1.0
200000.0,2.875,1.3222914680631624E-7,200000.0,82.155,73.23137996145387,73.17489308289552,73.11163680744949,200000.0,364952.0,63.0,32.0,32.0,7.0,0.0,0.0,1.0
210000.0,3.0,1.4407427645184927E-7,210000.0,82.27904761904762,73.41713822442895,73.36129821974387,73.2943903436695,210000.0,366296.0,63.0,32.0,32.0,7.0,0.0,0.0,1.0
220000.0,3.15625,1.593230667317079E-7,220000.0,82.33954545454546,73.50828341974737,73.4490959038911,73.39345878872547,220000.0,377240.0,65.0,33.0,33.0,7.0,0.0,0.0,1.0
230000.0,3.3125,1.7631291282466715E-7,230000.0,82.39478260869565,73.59083958547086,73.54345936975255,73.46874590486175,230000.0,420312.0,73.0,37.0,37.0,8.0,0.0,0.0,1.0
240000.0,3.46875,1.9422826072615052E-7,240000.0,82.42208333333333,73.6323289078237,73.58392506042503,73.52972549019607,240000.0,443208.0,77.0,39.0,39.0,8.0,0.0,0.0,1.0
250000.0,3.609375,2.103890357021656E-7,250000.0,82.4884,73.73171099367914,73.68512797085943,73.62154671165607,250000.0,444224.0,77.0,39.0,39.0,8.0,0.0,0.0,1.0
260000.0,3.765625,2.2929844110169343E-7,260000.0,82.54192307692307,73.81274776762243,73.76621875451525,73.72658655738464,260000.0,467800.0,81.0,41.0,41.0,8.0,0.0,0.0,1.0
270000.0,3.921875,2.4824859186386067E-7,270000.0,82.57185185185185,73.85777271715897,73.81107419342271,73.77706942478518,270000.0,468808.0,81.0,41.0,41.0,8.0,0.0,0.0,1.0
280000.0,4.078125,2.676139572738773E-7,280000.0,82.63464285714286,73.95205860119026,73.89256988219628,73.87826367250457,280000.0,479080.0,83.0,42.0,42.0,8.0,0.0,0.0,1.0
290000.0,4.234375,2.8739453733174334E-7,290000.0,82.70896551724138,74.06319147986942,74.00774418279175,73.98589934477087,290000.0,489352.0,85.0,43.0,43.0,8.0,0.0,0.0,1.0
300000.0,4.390625,3.084954611646632E-7,300000.0,82.72166666666666,74.08206875024605,74.02470496855504,74.00790268069359,300000.0,522016.0,91.0,46.0,46.0,8.0,0.0,0.0,1.0
310000.0,4.546875,3.3060952167337137E-7,310000.0,82.75612903225806,74.13380171316533,74.07842034312537,74.06722843989075,310000.0,547080.0,95.0,48.0,48.0,8.0,0.0,0.0,1.0
320000.0,4.703125,3.5319247722832693E-7,320000.0,82.795625,74.19324362321444,74.14018243820868,74.12693563926027,320000.0,558680.0,97.0,49.0,49.0,9.0,0.0,0.0,1.0
330000.0,4.875,3.791115401933591E-7,330000.0,82.82666666666667,74.24002808262725,74.19554596327309,74.1789684709313,330000.0,582920.0,101.0,51.0,51.0,9.0,0.0,0.0,1.0
340000.0,5.046875,4.055769790688323E-7,340000.0,82.87705882352941,74.3158387136338,74.27283574174733,74.25520153890375,340000.0,595208.0,103.0,52.0,52.0,9.0,0.0,0.0,1.0
350000.0,5.203125,4.3005168360347554E-7,350000.0,82.89714285714285,74.34616207083761,74.30614575016955,74.27887610805794,350000.0,605480.0,105.0,53.0,53.0,9.0,0.0,0.0,1.0
360000.0,5.375,4.5749035456942194E-7,360000.0,82.93361111111112,74.40078252452007,74.36602441609159,74.33743645864226,360000.0,617096.0,107.0,54.0,54.0,9.0,0.0,0.0,1.0
370000.0,5.53125,4.836656929304204E-7,370000.0,82.95027027027027,74.42596570073951,74.3894121468009,74.35870338380246,370000.0,647552.0,113.0,57.0,57.0,9.0,0.0,0.0,1.0
380000.0,5.703125,5.13461677150594E-7,380000.0,82.97447368421052,74.46219953982369,74.42401960784314,74.39821135315881,380000.0,670112.0,117.0,59.0,59.0,9.0,0.0,0.0,1.0
390000.0,5.875,5.438787371127143E-7,390000.0,83.00666666666666,74.51045921594694,74.48035795423915,74.4486768243785,390000.0,684080.0,119.0,60.0,60.0,9.0,0.0,0.0,1.0
400000.0,6.03125,5.723882026763427E-7,400000.0,83.02875,74.54344260555627,74.51276332931604,74.48670873468957,400000.0,705296.0,123.0,62.0,62.0,9.0,0.0,0.0,1.0
410000.0,6.203125,6.038681345267429E-7,410000.0,83.06048780487805,74.59124666769985,74.56306128129624,74.53041226905671,410000.0,707984.0,123.0,62.0,62.0,9.0,0.0,0.0,1.0
