learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.21875,1.972528277999825E-9,10000.0,80.19,70.29707527850165,70.4988830975428,69.95298043379341,10000.0,34856.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.375,3.8510188460350035E-9,20000.0,79.78,69.65886821801334,69.66241560390097,69.27518614192371,20000.0,46472.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.5,5.3538113004631464E-9,30000.0,79.51,69.26168369428432,69.28956834532374,68.94513488936043,30000.0,46472.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,0.640625,7.865180830574697E-9,40000.0,79.625,69.43290299517702,69.46879448565221,69.15332500662352,40000.0,69032.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
50000.0,0.75,1.0137640250225861E-8,50000.0,80.12599999999999,70.18463641420391,70.17886081267632,69.95979322228604,50000.0,80312.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0
60000.0,0.890625,1.3916772635032732E-8,60000.0,80.43833333333333,70.65512438559463,70.7109525116662,70.45139850456937,60000.0,103880.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
70000.0,1.03125,1.8504409429927665E-8,70000.0,80.59285714285714,70.8859833589112,70.90632629459888,70.69482494553142,70000.0,126104.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
80000.0,1.15625,2.297967310167021E-8,80000.0,80.76625,71.150501741947,71.16055028676386,71.03623529411765,80000.0,138392.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,1.296875,2.8436932350612348E-8,90000.0,81.02555555555556,71.5375329055087,71.55540009327736,71.4106341659412,90000.0,150008.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
100000.0,1.421875,3.366346289921138E-8,100000.0,81.193,71.7899639309692,71.79767867318478,71.6540061493941,100000.0,161624.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
110000.0,1.5625,3.954330976638529E-8,110000.0,81.35636363636364,72.0334584459235,72.046616233899,71.8748714291592,110000.0,161624.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
120000.0,1.703125,4.662980144429538E-8,120000.0,81.49166666666666,72.23632145498215,72.25588047918254,72.06816323964031,120000.0,194792.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
130000.0,1.828125,5.2928905157993234E-8,130000.0,81.56923076923077,72.354913573164,72.36702495732806,72.20997935465913,130000.0,194792.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
140000.0,1.953125,6.029980593464441E-8,140000.0,81.67214285714286,72.50875152922968,72.52254181748089,72.3749232905914,140000.0,227936.0,39.0,20.0,20.0,6.0,0.0,0.0,1.0
150000.0,2.09375,6.905132775298423E-8,150000.0,81.774,72.66230169726228,72.69540379122307,72.527759634226,150000.0,240560.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
160000.0,2.234375,7.902084487593836E-8,160000.0,81.90875,72.86453769866688,72.88786482334868,72.7374617376972,160000.0,274040.0,47.0,24.0,24.0,6.0,0.0,0.0,1.0
