learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.234375,2.1134231549998123E-9,10000.0,80.25,70.38475230106725,70.03034901365704,70.08482278097546,10000.0,34856.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.390625,3.991913723034991E-9,20000.0,79.805,69.70984370084365,69.39224007274933,69.49165344814563,20000.0,46472.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.515625,5.494706177463134E-9,30000.0,79.75333333333333,69.631995886457,69.5782830812381,69.3850806451613,30000.0,46472.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,0.65625,7.607935306926568E-9,40000.0,79.6425,69.46830534792441,69.40332156008117,69.23803407502551,40000.0,58088.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
50000.0,0.796875,1.0964480073501665E-8,50000.0,80.272,70.4065283640051,70.4254489850988,70.1660466382361,50000.0,92264.0,15.0,8.0,8.0,3.0,0.0,0.0,1.0
60000.0,0.921875,1.4323708859996662E-8,60000.0,80.80333333333334,71.20589430893014,71.1963589076723,71.0399275872473,60000.0,103880.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
70000.0,1.0625,1.888689843730794E-8,70000.0,81.04285714285714,71.56285832646815,71.48873085104096,71.36136049723757,70000.0,125432.0,21.0,11.0,11.0,4.0,0.0,0.0,1.0
80000.0,1.1875,2.331844168818659E-8,80000.0,81.28875,71.9325197642586,71.84743563220553,71.77417834178719,80000.0,137040.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,1.296875,2.7815371544824705E-8,90000.0,81.55111111111111,72.32551787328906,72.26565109908465,72.19831555682065,90000.0,158928.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
100000.0,1.421875,3.3052767523460915E-8,100000.0,81.75,72.6215072024706,72.55391463891479,72.46363691230611,100000.0,161960.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
110000.0,1.546875,3.9417063817381856E-8,110000.0,81.91090909090909,72.86211041249042,72.82436492761542,72.68746654221513,110000.0,196808.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
120000.0,1.6875,4.6576897148042914E-8,120000.0,82.03333333333333,73.04525679910901,73.0085005696258,72.89754871150221,120000.0,196808.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
130000.0,1.796875,5.214565640522374E-8,130000.0,82.17999999999999,73.26514831810213,73.24138886963753,73.10532181666203,130000.0,196808.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
140000.0,1.9375,6.005287610201371E-8,140000.0,82.23285714285714,73.34493488824471,73.30342481190903,73.20536022061358,140000.0,217352.0,37.0,19.0,19.0,5.0,0.0,0.0,1.0
150000.0,2.078125,6.875637660009993E-8,150000.0,82.27466666666666,73.40855197734581,73.36752376468702,73.28403050612434,150000.0,239240.0,41.0,21.0,21.0,6.0,0.0,0.0,1.0
160000.0,2.234375,8.014114832298623E-8,160000.0,82.366875,73.54504223735361,73.51041255891685,73.39726363233477,160000.0,281648.0,49.0,25.0,25.0,6.0,0.0,0.0,1.0
170000.0,2.375,9.120817089246378E-8,170000.0,82.3970588235294,73.5897348400402,73.57312539187721,73.4500319398112,170000.0,304208.0,53.0,27.0,27.0,6.0,0.0,0.0,1.0
180000.0,2.515625,1.0272222829775677E-7,180000.0,82.44500000000001,73.6624701829272,73.64487852073029,73.53362424932786,180000.0,316496.0,55.0,28.0,28.0,6.0,0.0,0.0,1.0
190000.0,2.65625,1.1428518013821707E-7,190000.0,82.50263157894737,73.74863634450786,73.76375144025128,73.61445113772551,190000.0,317840.0,55.0,28.0,28.0,6.0,0.0,0.0,1.0
